Recorded Date,Response ID,In which country and state do you currently reside?,"Primary institution 
Note: Please complete this survey about the place where you work or attend school most often.",Institution Type,Select your field(s) or discipline(s). Check all that apply. - Selected Choice,"Select your field(s) or discipline(s). Check all that apply. - Other (please write in if you are unsure, or work in a different field) - Text",Student or Professional?,Role,Check any of the following that apply to you: - Other - Text,"If applicable: If you plan to apply, have been admitted, or are currently enrolled in a graduate program, please list the specific program(s) or types of programs (M.S., Ph.D., M.D.) below.",Check any of the following that apply to you: - Selected Choice,Check any of the following that apply to you: - Other - Text,"Currently, are you concerned about the following?: (If you are not, leave blank.) __________About... - Personal impacts - Food, nutrition","Currently, are you concerned about the following?: (If you are not, leave blank.) __________About... - Personal impacts - Housing","Currently, are you concerned about the following?: (If you are not, leave blank.) __________About... - Personal impacts - Health, medical","Currently, are you concerned about the following?: (If you are not, leave blank.) __________About... - Personal impacts - Finances, paying bills","Currently, are you concerned about the following?: (If you are not, leave blank.) __________About... - Personal impacts - General well-being","Currently, are you concerned about the following?: (If you are not, leave blank.) __________About... - Personal impacts - Mental health","Currently, are you concerned about the following?: (If you are not, leave blank.) __________About... - Personal impacts - Living conditions","Currently, are you concerned about the following?: (If you are not, leave blank.) __________About... - Personal impacts - Distance from family, friends","Currently, are you concerned about the following?: (If you are not, leave blank.) __________About... - Personal impacts - Relationships with others","Currently, are you concerned about the following?: (If you are not, leave blank.) __________About... - Personal impacts - Childcare","Currently, are you concerned about the following?: (If you are not, leave blank.) __________About... - Personal impacts - Education for children",Feel free to comment on any of the items you marked above.,"Currently, are you concerned about the following?: (If you are not, leave blank.)   __________Abo... - Academic and/or professional impacts - Learning environment","Currently, are you concerned about the following?: (If you are not, leave blank.)   __________Abo... - Academic and/or professional impacts - Completing your education","Currently, are you concerned about the following?: (If you are not, leave blank.)   __________Abo... - Academic and/or professional impacts - Decisions about graduate school","Currently, are you concerned about the following?: (If you are not, leave blank.)   __________Abo... - Academic and/or professional impacts - Education (other)","Currently, are you concerned about the following?: (If you are not, leave blank.)   __________Abo... - Academic and/or professional impacts - Professional development (internships, programs, conferences)","Currently, are you concerned about the following?: (If you are not, leave blank.)   __________Abo... - Academic and/or professional impacts - Finding a job","Currently, are you concerned about the following?: (If you are not, leave blank.)   __________Abo... - Academic and/or professional impacts - Keeping your current job","Currently, are you concerned about the following?: (If you are not, leave blank.)   __________Abo... - Academic and/or professional impacts - Telework tools (internet, wifi, computer)","Currently, are you concerned about the following?: (If you are not, leave blank.)   __________Abo... - Academic and/or professional impacts - Telework productivity","Currently, are you concerned about the following?: (If you are not, leave blank.)   __________Abo... - Academic and/or professional impacts - Other (write-in)","Currently, are you concerned about the following?: (If you are not, leave blank.)   __________Abo... - Academic and/or professional impacts - Other (write-in) - Text",Feel free to comment on any of the items you marked above.,Has there been any official communication about COVID-19 from the institution you've listed above? - Selected Choice,Has there been any official communication about COVID-19 from the institution you've listed above? - Other - Text,"Related to COVID-19, what information have you received from this institution that has been most HELPFUL to you, in terms of your own studies, work, and/or projects? 

Note: This could be via email, printed, etc.",How did you FEEL as a result of this communication? Why?,What did you DO as a result of this communication? Why?,"Related to COVID-19, what information have you received from this institution that has been most UNHELPFUL to you, in terms of your own studies, work, and/or projects? 

Note: This could be via email, printed, etc.",How did you FEEL as a result of this communication? Why?,What did you DO as a result of this communication? Why?,"Related to COVID-19: What conversations have you had at this institution? With whom? 

Note: This could be via email, phone, virtual meetings, in-person, etc.",How did you FEEL as a result of this communication? Why?,What did you DO as a result of this communication? Why?,"Did you feel supported from your institution, department, team, etc.? ","Related to COVID-19, what information do you need that you DO NOT currently have? In other words, what type of information are you waiting for?","How has COVID-19 changed and/or altered your academic or professional plans? 
Some examples: programs you will apply to, jobs you will apply to, interest level in certain career paths.",(Optional) Please explain or give an example.,"If applicable, how has COVID-19 changed and/or altered your current or future projects?
Some examples: scope of work has changed, funding issues, applying for different types of grants, some work put on hold.",(Optional) Please explain or give an example.,How would you describe yourself? (Mark one answer) - Selected Choice,Do you consider yourself to be transgender? (Mark one answer),Do you consider yourself to be: (Mark one answer) - Selected Choice,What is your race and/or ethnicity? Check all that apply. - Selected Choice,What is your race and/or ethnicity? Check all that apply. - Other (write-in) - Text,"OPTIONAL: If you have any additional comments about how COVID-19 has impacted you personally, or if you have any additional statements to make, please feel free to include these below:","CLICK TO SUBMIT SURVEY

Note: After completing this survey, we recommend that you take steps to protect your privacy by clearing your internet browser's history, cache, cookies, and other browsing data."
7/14/2021 10:41:30,R_26gmH8SIuPvcYxG,removed for now,removed for now,,Physics and Astronomy,,Professional,Faculty,,,First generation to college (no parent/guardian in the household is a college graduate),,0,1,0,1,2,2,0,0,2,2,2,,2,0,0,2,2,2,0,0,0,,,,"Yes, explicitly mentioning COVID-19",,I received status and updates ,is ok ,"Nothing, I have to stay at home and do my research from there ",None,Nothing ,Nothing ,Colleagues ,Is ok to talk about covid ,Nothing ,Neutral feelings,,CHANGED,,It has changed my plans,,Man,No,Heterosexual or straight,"Hispanic or Latinx,White",,,Submit
5/28/2020 8:22:15,R_28CaU6SMPfckU7S,removed for now,removed for now,,Life Sciences,,Student,Graduate student (second-year or above),,,None of these,,0,0,0,0,0,0,0,0,0,0,0,There should be an N/A column,0,2,0,0,2,0,0,2,2,,,,"Yes, explicitly mentioning COVID-19",,"Not much, just that they are working on the situation. Not much can be said to ease people's concerns. I did appreciate then specifically saying my monthly stipend will not be altered.",Not very different. Good about the stipend info,Nothing,Daily emails that tell me they are monitoring the situation,Not great,Deleted them and went on with my day,None,NA,NA,Neutral feelings,When I will be able to go back to work,NO CHANGE,,,,Woman,No,Heterosexual or straight,White,,,Submit
5/13/2020 11:33:25,R_2vkz2TWjvErOhTk,removed for now,removed for now,,Chemistry,,Professional,Faculty,,,None of these,,0,0,0,0,0,0,0,2,2,0,0,travel to visit friends is restricted,2,0,0,0,2,0,2,2,2,,,,"Yes, explicitly mentioning COVID-19",,honestly... none. I turn to the primary literature and experts for COVID-19 information,I felt mild annoyance that society contains promulgating and endulging in this kind of emotional pablum to psychologically soothe; it was a lot of touchy-feely stuff and not relevant to me at all,"began to question more deeply if society truly will take a reasonable, rational, sustainable approach to COVID to save lives and keep individuals out of economic peril in a time of vast inequality... some people greatly over-react emotionally, while others take no physical pre-cautions whatsoever; neither approach makes any sense to me","touchy feely nonsense about work life balance, isolation, etc.","I'm not really in to feelings; ... I do often wonder how many work-hours are spent crafting touchy-feely emails, etc, and what kind of financial resources are diverted as a salve for people's personal emotions on a subject","began to question even more deeply why society in America really hasn't started to push to use science as the only approach to address COVID-19, began to wonder if religious mythology would still be considered a valid belief system for ascertaining truth in 3 years... but, when I look at how the electoral college placed a person who thinks UV lights and disinfectant are medical solutions to COVID-19, I think I have reached a plausible answer...",will we open in the fall and how should labs be scheduled; communicate with other faculty,I felt nothing. ,Nothing. It was merely information to be retained.,Not supported,"Exactly how accurate are antibody tests? What viral load will confer immunity, if at all, etc, etc?
Essentially, highly detailed medical and scientific data is needed.",CHANGED,,Somewhat,,Decline to state,Decline to state,Decline to state,Decline to state,,,Submit
5/25/2020 22:19:44,R_2YXudnqez5PmzI4,removed for now,removed for now,,Chemistry,,Professional,Faculty,,,Attended community college,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,2,0,0,,,,"Yes, explicitly mentioning COVID-19",,email,informed of changes,read it ,NA,NA,NA,email,"good, informed",keep applying for jobs,Neutral feelings,NA,NO CHANGE,,,,Woman,No,Heterosexual or straight,Asian,,no,Submit
6/4/2021 19:29:18,R_2ZEu77holSIJAR1,removed for now,removed for now,,Geosciences,,Professional,Faculty,,,First generation to college (no parent/guardian in the household is a college graduate),,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,0,0,2,0,,,My institution has not supported online learning with the needed IT tools.  I have had to upgrade my home systems to better serve students.,"Yes, explicitly mentioning COVID-19",,"Numerous email messages over the course of the pandemic.  Some of not helpful, and are often later changed.","The communications are often confusing, leading me to believe that the administration does not know what they are doing most of the time.","At present, I simply ignore many of the communications as they are often confusing, and will probably be changed in a few days.","Nothing specific, but most is not very helpful","I've come to ignore most, and don't trust the administrations ability to manage the current situation.",Most ignore them.,Only communicaton with colleagues.,These are usually good.,We are supporting each other as best we can.,Supported,A coherent plan,NO CHANGE,I'm nearing retirement,,,Man,No,Heterosexual or straight,White,,I have a disability that could put me more at risk from covid,Submit
4/7/2021 1:08:36,R_2ZWGaCrW1oYkB7p,removed for now,removed for now,,Physics and Astronomy,,Student,Graduate student (second-year or above),,Ph.D.,None of these,,0,0,0,0,2,2,0,0,0,0,0,,0,0,1,0,1,0,0,0,2,,,,"Yes, explicitly mentioning COVID-19",,--,--,--,--,--,--,Virtual meetings with my advisor/PI and other collaborators,Stressed and drained,--,Not supported,--,CHANGED,,Somewhat,,Woman,No,Heterosexual or straight,White,,,Submit
5/8/2020 11:47:45,R_3CBCBxDafXu8g9s,removed for now,removed for now,,"Computer and Information Science and Engineering,Engineering,Geosciences",Energy and Resources,Student,Graduate student (second-year or above),,"MS, PhD",None of these,,0,0,1,0,1,1,0,"1,2",0,0,0,,0,2,0,0,2,0,0,2,2,,,,"Yes, explicitly mentioning COVID-19",,Getting access to Zoom pro account as a graduate student. The university making accessible coronavirus testing to all students/faculty/staff,"Glad they are doing those things, but some of their communications were not well thought through. Many of the communications don’t convey any new information or are intentionally vague as to not put liability on their part.","Nothing, nothing to respond to",No notice about not being able to access our offices for the sake of retrieving things so that we could do our research!,Forgotten,Arranged last minute trips to get my monitor/ necessary readings from our office before it closed permanently. ,"Emails, virtual meetings, ","Good to see other’s faces, but sad because I miss my department’s community ",Accepted that I won’t be able to have that same sense of community again for a long time,Not supported,What will the fall be like? Will the university subsidize wifi And iPads as required teaching materials for GSIs?,CHANGED,I won’t go to an internship in Italy this summer,It has changed my plans,"My qualification exam was on zoom, and I will likely travel much less frequently for my international research and for conferences. ",Woman,No,Heterosexual or straight,"Hispanic or Latinx,White",,"I am glad I had mental health resources and support structures in place before this all happened. It was hard enough as it is to get access to counseling and medication, I know a LOT of people probably need those more than ever, and I can’t imagine how much more difficult it would be now",Submit
5/4/2021 12:04:26,R_3Jf7RkJlc7xBmos,removed for now,removed for now,,Geosciences,,Student,Graduate student (second-year or above),,PhD,None of these,,0,0,0,0,2,"1,2",2,"1,2",0,0,0,"Living conditions require that I have multiple roommates in order to afford it, but they are not always respectful of COVID-19 restrictions and at one point got me sick. Hawaii is expensive, and my partner and I simply do not make enough money to afford an apartment by ourselves where we can also have space for at home offices. ",2,2,0,0,2,"1,2",0,0,2,,,"I've had to make significant purchases for my home setup, and have trouble finding space in my apartment with three roommates and a partner also working from home. ","Yes, explicitly mentioning COVID-19",,Email,"It's fine. I read my email daily so I get whatever news they're sending via that medium. But I am also exhausted and have let my inbox get to 5,000+ unread messages. ","I was able to get a vaccine appointment, so that was nice. ",I can't think of anything right now. ,N/A,N/A,"Zoom and email communication with members of my department. My advisor and I met regularly on Zoom each week and exchange phone calls, texts, and emails throughout. ",It was fine in communicating covid-19 restrictions. Everyone seems like they are willing to help out how they can. ,I stayed home and figured out a way to set up my home work station. ,Supported,I'm pretty sure I have everything I need. ,CHANGED,I will be graduating a year later than I planned. I'm also having trouble networking for my next job. I've decided I don't want to be in academia after graduation because I am already burning out. ,Somewhat,I've put a lot of my work on hold since I haven't been able to get into the lab. ,Woman,No,Decline to state,"Asian,Native Hawaiian or Other Pacific Islander,White,Mixed Race (two or more races)",,"It's been incredibly difficult living with roommates during the pandemic, specifically ones that don't have family here in the state. While my partner and I have a duty to stay healthy and protect our loved ones when we visit them to help, my roommates don't have that obligation. We believe we contracted COVID-19 from our roommates when they went out to a bar with a large group of friends during a huge case surge in our state. Their actions disproportionately affected me and my partner, but only minorly affected them. While they just continued to work from home, I had students I was teaching socially distanced and safely that I then could no longer teach, and we couldn't help our family out if they needed it. This repeatedly came up, in which a roommate of mine was dating and spending the night with people during the pandemic without telling any of us since she thought it wasn't our business to know. But my partner had to take their parent for a biopsy. We brought it up with my roommate, but she thought it was a double standard. It made me angry that my roommate thought her personal life was more important than familial obligations and health. ",Submit
5/24/2020 22:41:35,R_3jGJM9t2Oj5Czf3,removed for now,removed for now,,Mathematical Sciences,,Professional,Faculty,,,None of these,,0,0,0,0,1,1,0,0,0,"1,2","1,2",,"1,2",0,0,0,"1,2,3",0,0,"1,2","1,2",,,,"Yes, explicitly mentioning COVID-19",,Regular updates from administration in emails,"It's nice that they're thinking about this, and they're generally trying to be inclusive instead of top-down in management.  Generally.",It was the closest I've ever heard from an institution or a boss that it's better to ask forgiveness than permission.,conflicting emails from various sources,"(Rolls my eyes)  Same old, same old.","I ignored any directives for a week, until I heard further confirmation.","Email, phone, and Zoom meetings with my direct report and many of my colleagues.",It's good to see their faces!  I like almost all of my co-workers.,Felt happier and more connected.,Supported,When's the vaccine coming?,NO CHANGE,"I'm still teaching, and as a Math teacher my job's as safe as any tenured position.  I've changed my methodology, but my career path is to keep doing my current job until I retire.",It has changed my plans,"Committee work has stalled out, for the most part, especially some of the projects I've been working on.  They'll pick up once we're face to face again, but the extra workload of remote teaching and the remote nature of meetings mean that some things are delayed.  For example, I was leading a team to generate a student-friendly set of course descriptions for our math courses; instead of delivering something for Fall 2020, it looks like this will be pushed back until Fall 2021.",Man,No,Heterosexual or straight,Mixed Race (two or more races),,"I wish the people around me were less stressed out and worried; I wish my students had less insecurity about food and housing and jobs.  Personally, I'm kind of having a good time - I'm busier than I've been since I started teaching, but I like being busy, and I'm spending more time with my kids.  I try not to say that a lot, though, because almost everyone else I know is frustrated and anxious and scared.",Submit
6/13/2021 14:32:00,R_3lDj5pZUGOY3BjS,removed for now,removed for now,,Chemistry,,Student,Graduate student (second-year or above),,PhD,None of these,,0,0,2,0,2,2,2,1,1,0,0,,0,0,0,0,2,0,0,0,2,,,,"Yes, explicitly mentioning COVID-19",,"The flexibility in TA duties, regular updates about CDC guidance, available resources to help students with, accessible vaccination  ",I felt really good since you see that people in your institution care about you and well-being.,This lead me to be well-aware of the environment that I am working and studying in .,N/A,N/A,N/A,N/A,N/A,N/A,Supported,N/A,CHANGED,"I will target pharma industry more seriously, to land my dream job.",It has changed my plans,,Woman,No,Heterosexual or straight,White,,,Submit
